Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Quality
0.17771887643882534,-2.6812017596206403,-0.8476672999825263,-0.8171801454851191,0.33519284036404295,-1.7355259717566704,2.4974584344026387,0
-1.0017413995099265,-1.5657342941639256,1.4613692841336228,1.511606643538674,0.8974421068404427,-3.6415847748736865,1.4539468692761337,0
1.4576022268855202,-0.15620085893891333,0.9018335208240786,1.021680766533788,1.1122492244367574,1.5119799534249923,1.3182460843690502,1
0.156687697401524,-4.783145597300258,-0.4846975564250118,-0.7546722000256113,-2.574577405391711,-0.3560628045763641,-0.6825493509166616,0
0.780095529482917,-0.5927547196334042,2.002539860457182,-3.219840954593985,-0.585503572434589,2.1342783916875865,1.464577132426725,0
0.5631367064553754,-0.48537591518474266,0.2733400595944002,-0.46188059483586374,-0.9476862361023958,-0.4275831939889081,2.7977265663120576,0
0.9384115951405754,-3.326405421424911,-0.09196964015451137,-0.09449072142926684,2.3518301616981536,1.1718989311537318,-1.0773135140633723,1
-3.149027752710159,-0.4201345069992105,-2.696681628825108,-3.6297246613941043,3.965758924357474,1.8428582997903926,-3.4414455565606885,1
1.5786325567570811,-3.165200390533472,-0.7376068841478305,-2.0559532510245946,-1.6282496833806797,0.8303876784468327,-0.6430627745977051,0
1.301229836441413,-0.3726230029634333,1.1053256567883873,1.6039635311329823,0.9067782195255375,-1.4168696360866035,1.5972683424379297,0
1.929479368532975,0.4210856140178487,-0.8847367799256245,1.7825275858683245,0.6983988269625336,0.05377525110473991,4.486791211307768,1
3.17290044260727,2.5312180811117586,2.1857709975201556,-2.3429462017338087,0.46299020128252133,0.4349005784229467,0.9517617067329116,0
1.6478976653992805,-1.6004143539989104,2.148966746261126,0.35154184717633274,-2.5224498878647923,1.5405300716128822,-0.23194702511153498,1
-0.10345227628884279,-0.9059047551435099,-0.9302265554860254,-0.3494732552591706,3.5303516289569576,1.705974119133519,-2.494571597421612,1
1.2688783672287813,1.399190152790566,-0.8550752432280821,3.7129280562456284,-2.3325074944139996,1.4419713869155593,-0.36961649898566074,1
-1.4292767539966995,-1.447802189087415,3.3366046540047356,-1.3403168219915278,1.600770141712561,-3.9546381272351785,3.398321708914774,0
-4.3871312514447816,0.5101062496439948,-2.211482942248533,0.021973285707843848,-0.1672032324049424,1.5607512228461227,0.09542474311308302,1
1.4127120094727343,-0.4790503164342055,2.7101294793616386,-0.847440015551743,4.222211717695469,-1.1983383052634808,-1.2665124769144231,0
1.804517794291024,2.14732421015905,1.2495690937758734,-2.576590420333722,1.4503359488909449,-0.6006255220191783,3.33867813435623,0
-1.3638746794103824,-1.4633532115222576,-2.209325791561284,-2.6724494240906873,2.2849851846240483,1.4665344212448803,-1.321673673496309,1
-0.6774158945877342,-2.3535133201711016,2.004202242805267,0.7280660544698017,-0.12264021720537555,-2.7238338302763045,-1.2163151061906254,0
1.7812224009055386,-0.5233346651512312,1.5136336896845621,0.7494107737505391,2.1468649838421245,-0.8830845844378257,-0.35315934476813915,0
0.6565895130910676,-1.9563787836620636,0.23296794322740977,1.376394016075245,-0.003384424745224157,-1.7897415402776762,-0.3893905916683231,0
1.1276155034833333,0.12971449533440094,1.5217544909296115,1.0302312439836823,2.9522670261429322,-0.8582500644139461,2.3779012344476103,0
-0.6871855814751764,-2.9858173423219023,-2.1400643265662027,-2.2479871634666164,3.430744066185885,-0.3814276233202929,-0.7689603749710643,1
1.5684159420841919,-0.9176556084828238,0.03512165199709738,1.38288299706613,1.3827750316231184,1.1723295851997757,1.7560412651329105,0
1.2819737807395752,-0.700168152913764,0.2427064400511113,-2.2740077573412227,0.4927509509245238,-0.4376203770201743,2.0026219389930713,0
0.40265149352949503,-1.1905278562834938,0.2777877513758795,2.6959967241792575,0.5442120546313558,-3.9256382556278413,-1.2046129939078645,0
